student_id,age,gender,major,GPA,course_load,avg_course_grade,attendance_rate,enrollment_status,lms_logins_past_month,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,risk_level,ID,Name,Department,Year
S904,24.0,Female,Computer Science,3.9,6.0,70.8,0.94,Leave,15.0,47.0,0.78,19.0,0.76,Low,,,,
S905,20.0,Female,Engineering,2.12,5.0,92.8,0.98,Leave,22.0,64.0,0.58,17.0,0.8,High,,,,
S906,19.0,Other,Computer Science,3.37,6.0,100.0,0.81,Graduated,36.0,37.0,0.97,17.0,0.6,Medium,,,,
S907,19.0,Female,Computer Science,2.05,5.0,68.5,0.74,Graduated,8.0,83.0,0.93,16.0,0.64,High,,,,
S908,20.0,Female,Arts,2.34,4.0,70.6,0.69,Active,2.0,31.0,0.93,15.0,0.82,High,,,,
S909,24.0,Female,Arts,2.91,6.0,86.5,0.62,Graduated,7.0,52.0,0.85,12.0,0.73,High,,,,
S910,23.0,Female,Computer Science,2.91,3.0,98.6,0.71,Active,37.0,45.0,0.81,3.0,0.93,High,,,,
S911,20.0,Other,Engineering,3.37,4.0,96.6,0.86,Active,3.0,61.0,0.51,3.0,0.67,Low,,,,
S912,22.0,Male,Arts,3.82,3.0,80.1,0.81,Graduated,11.0,45.0,0.87,13.0,0.63,Medium,,,,
S913,22.0,Male,Computer Science,3.28,5.0,91.8,0.98,Graduated,30.0,37.0,0.55,4.0,0.99,Low,,,,
S914,19.0,Female,Computer Science,3.91,5.0,65.4,0.76,Graduated,24.0,87.0,0.63,15.0,0.96,Medium,,,,
S915,21.0,Male,Computer Science,3.76,3.0,99.1,0.88,Leave,15.0,67.0,0.78,13.0,0.51,Low,,,,
S916,23.0,Male,Computer Science,3.17,3.0,98.6,0.8,Active,13.0,45.0,0.73,13.0,0.89,Medium,,,,
S917,19.0,Female,Computer Science,3.67,4.0,66.5,0.81,Active,12.0,79.0,0.51,13.0,0.56,Medium,,,,
S918,21.0,Female,Computer Science,3.29,3.0,72.0,0.71,Active,6.0,18.0,0.91,13.0,0.51,High,,,,
S919,21.0,Male,Arts,2.16,6.0,64.0,0.78,Graduated,11.0,30.0,0.94,18.0,0.64,High,,,,
S920,25.0,Other,Engineering,3.48,6.0,70.9,0.79,Graduated,36.0,73.0,0.84,2.0,0.63,Medium,,,,
S921,22.0,Female,Computer Science,2.19,3.0,92.6,0.88,Graduated,3.0,85.0,0.77,16.0,0.91,High,,,,
S922,24.0,Other,Business,3.19,6.0,75.1,0.98,Graduated,1.0,70.0,0.98,13.0,0.86,Low,,,,
S923,18.0,Male,Arts,3.41,3.0,63.5,0.73,Graduated,34.0,49.0,0.56,9.0,0.99,High,,,,
S924,24.0,Female,Arts,2.13,4.0,73.7,0.62,Leave,2.0,65.0,0.87,12.0,0.86,High,,,,
S925,18.0,Other,Computer Science,2.46,6.0,99.3,0.8,Graduated,3.0,13.0,0.56,3.0,0.71,High,,,,
S926,20.0,Female,Arts,3.83,6.0,85.2,0.82,Active,37.0,40.0,0.69,10.0,0.85,Medium,,,,
S927,22.0,Male,Computer Science,3.23,3.0,76.6,0.67,Graduated,11.0,36.0,0.79,14.0,1.0,High,,,,
S928,21.0,Other,Engineering,2.49,6.0,66.7,0.9,Active,18.0,67.0,0.87,14.0,0.86,High,,,,
S929,23.0,Male,Engineering,3.38,5.0,99.4,0.99,Graduated,9.0,34.0,0.5,1.0,0.88,Low,,,,
S930,18.0,Male,Arts,3.19,4.0,92.8,0.98,Graduated,0.0,78.0,0.63,10.0,0.97,Low,,,,
S931,24.0,Female,Arts,3.0,4.0,71.3,0.68,Active,16.0,79.0,0.77,1.0,0.56,High,,,,
S932,21.0,Other,Business,3.95,6.0,62.8,0.95,Active,15.0,14.0,0.77,4.0,0.85,Low,,,,
S933,18.0,Male,Arts,3.37,6.0,62.3,0.88,Active,8.0,17.0,0.82,12.0,0.93,Low,,,,
S934,18.0,Male,Business,2.75,5.0,64.8,0.78,Active,8.0,18.0,0.65,0.0,0.98,Medium,,,,
S935,25.0,Other,Engineering,3.6,5.0,83.2,0.82,Leave,8.0,24.0,0.77,6.0,0.61,Medium,,,,
S936,18.0,Male,Engineering,3.77,6.0,97.2,0.94,Active,11.0,16.0,0.59,6.0,0.75,Low,,,,
S937,23.0,Male,Computer Science,2.25,6.0,79.9,0.79,Graduated,14.0,81.0,0.59,9.0,0.84,High,,,,
S938,22.0,Other,Engineering,2.4,5.0,93.7,0.75,Graduated,1.0,24.0,0.79,5.0,0.62,High,,,,
S939,23.0,Other,Business,2.43,3.0,77.8,0.8,Leave,10.0,46.0,0.84,19.0,0.8,High,,,,
S940,19.0,Other,Arts,3.38,5.0,88.3,0.83,Active,10.0,48.0,0.56,11.0,0.63,Medium,,,,
S941,21.0,Other,Computer Science,3.21,3.0,89.3,0.68,Graduated,7.0,15.0,0.56,12.0,0.67,High,,,,
S942,22.0,Female,Business,3.24,4.0,67.0,0.96,Leave,31.0,66.0,0.78,10.0,0.72,Low,,,,
S943,25.0,Other,Arts,3.88,4.0,74.4,0.87,Graduated,5.0,28.0,0.64,17.0,0.76,Low,,,,
S944,22.0,Female,Computer Science,3.55,5.0,85.5,0.85,Leave,19.0,72.0,0.7,1.0,0.72,Low,,,,
S945,22.0,Female,Engineering,2.26,3.0,62.8,0.64,Leave,38.0,40.0,0.7,15.0,0.75,High,,,,
S946,24.0,Female,Business,2.7,5.0,74.5,0.84,Active,34.0,84.0,0.59,1.0,0.65,Medium,,,,
S947,22.0,Male,Arts,2.87,5.0,81.4,0.65,Leave,7.0,88.0,0.5,18.0,0.58,High,,,,
S948,25.0,Female,Computer Science,2.79,3.0,99.8,0.63,Graduated,33.0,19.0,0.93,5.0,0.52,High,,,,
S949,23.0,Female,Computer Science,3.34,5.0,79.0,0.81,Graduated,18.0,76.0,0.86,0.0,0.6,Medium,,,,
S950,22.0,Male,Engineering,3.78,4.0,92.6,0.76,Active,6.0,71.0,0.85,10.0,0.79,Medium,,,,
S951,20.0,Male,Arts,2.61,6.0,77.3,0.84,Active,30.0,12.0,0.77,17.0,0.89,Medium,,,,
S952,21.0,Male,Engineering,3.1,6.0,91.9,0.64,Leave,17.0,27.0,0.85,9.0,0.58,High,,,,
S953,22.0,Other,Engineering,3.58,5.0,83.8,0.77,Active,39.0,34.0,0.97,17.0,0.55,Medium,,,,
S954,21.0,Male,Arts,2.83,3.0,95.5,0.67,Graduated,13.0,29.0,0.83,0.0,0.87,High,,,,
S955,20.0,Male,Arts,2.34,3.0,76.4,0.99,Graduated,38.0,67.0,0.63,18.0,0.65,High,,,,
S956,20.0,Female,Arts,2.95,4.0,84.2,0.82,Active,35.0,59.0,0.79,15.0,0.98,Medium,,,,
S957,21.0,Male,Business,2.11,3.0,85.2,0.87,Active,16.0,88.0,0.72,6.0,0.86,High,,,,
S958,18.0,Other,Arts,3.88,3.0,76.7,0.73,Active,36.0,19.0,0.78,14.0,0.66,High,,,,
S959,19.0,Male,Computer Science,2.15,4.0,65.8,0.64,Leave,8.0,30.0,0.76,0.0,0.64,High,,,,
S960,24.0,Other,Engineering,2.88,5.0,63.7,0.99,Leave,19.0,38.0,0.93,8.0,0.76,Medium,,,,
S961,18.0,Male,Business,3.06,6.0,60.7,0.71,Graduated,27.0,19.0,0.83,1.0,0.54,High,,,,
S962,18.0,Male,Arts,3.97,4.0,94.9,0.77,Leave,19.0,22.0,0.59,16.0,0.56,Medium,,,,
S963,23.0,Male,Business,2.33,5.0,69.5,0.86,Leave,35.0,56.0,0.53,9.0,0.59,High,,,,
S964,24.0,Male,Arts,2.23,4.0,68.5,0.61,Leave,26.0,32.0,0.71,5.0,0.89,High,,,,
S965,24.0,Other,Business,2.02,5.0,89.4,0.92,Leave,7.0,59.0,0.51,4.0,0.76,High,,,,
S966,18.0,Other,Engineering,2.31,4.0,72.8,0.81,Graduated,31.0,13.0,0.66,7.0,0.51,High,,,,
S967,22.0,Female,Engineering,2.41,5.0,80.2,0.71,Active,0.0,76.0,0.68,7.0,0.84,High,,,,
S968,23.0,Other,Computer Science,3.26,4.0,66.5,0.62,Graduated,16.0,62.0,0.69,4.0,0.71,High,,,,
S969,23.0,Male,Computer Science,2.44,5.0,98.4,0.66,Leave,8.0,11.0,0.99,11.0,0.76,High,,,,
S970,20.0,Female,Arts,2.04,4.0,94.1,0.96,Active,19.0,77.0,0.65,6.0,0.61,High,,,,
S971,25.0,Female,Engineering,3.65,6.0,94.6,0.87,Active,31.0,74.0,0.63,12.0,0.78,Low,,,,
S972,24.0,Female,Business,2.73,6.0,76.3,0.7,Active,1.0,88.0,0.56,12.0,0.99,High,,,,
S973,18.0,Male,Business,2.71,3.0,90.5,0.63,Graduated,31.0,66.0,0.76,16.0,0.54,High,,,,
S974,20.0,Other,Business,2.6,5.0,65.8,0.88,Active,8.0,79.0,0.58,3.0,0.64,Medium,,,,
S975,21.0,Male,Computer Science,3.95,4.0,60.3,0.83,Graduated,29.0,16.0,0.81,17.0,0.62,Medium,,,,
S976,19.0,Female,Business,2.34,5.0,60.8,0.76,Graduated,19.0,28.0,0.58,9.0,0.62,High,,,,
S977,25.0,Male,Computer Science,3.8,6.0,83.5,0.75,Leave,37.0,53.0,0.79,2.0,0.69,Medium,,,,
S978,25.0,Male,Computer Science,3.55,5.0,78.2,0.69,Leave,0.0,72.0,0.91,11.0,0.91,High,,,,
S979,25.0,Other,Arts,2.15,4.0,80.7,0.87,Active,4.0,74.0,0.52,0.0,0.96,High,,,,
S980,23.0,Other,Business,3.97,5.0,60.3,0.99,Active,34.0,48.0,0.71,10.0,0.6,Low,,,,
S981,21.0,Female,Business,2.54,4.0,76.9,0.67,Leave,35.0,35.0,0.73,17.0,0.77,High,,,,
S982,25.0,Male,Engineering,2.2,6.0,88.7,0.84,Graduated,0.0,53.0,0.9,12.0,0.82,High,,,,
S983,21.0,Male,Arts,3.66,6.0,77.7,0.77,Graduated,13.0,21.0,0.73,16.0,0.76,Medium,,,,
S984,22.0,Other,Engineering,3.41,6.0,89.3,0.78,Leave,8.0,31.0,0.78,7.0,0.72,Medium,,,,
S985,25.0,Male,Arts,3.23,3.0,69.3,0.7,Graduated,29.0,86.0,0.9,19.0,0.6,High,,,,
S986,19.0,Male,Business,2.31,6.0,92.5,0.93,Leave,23.0,23.0,0.78,18.0,0.74,High,,,,
S987,21.0,Male,Computer Science,2.96,5.0,83.5,0.79,Leave,3.0,39.0,0.68,16.0,0.7,Medium,,,,
S988,21.0,Other,Computer Science,3.56,3.0,68.4,0.82,Active,13.0,53.0,0.54,1.0,0.9,Medium,,,,
S989,19.0,Female,Computer Science,2.61,6.0,69.5,0.72,Active,24.0,47.0,0.86,2.0,0.88,High,,,,
S990,25.0,Female,Computer Science,2.62,5.0,85.1,0.67,Leave,3.0,68.0,0.94,2.0,0.57,High,,,,
S991,19.0,Male,Computer Science,2.01,5.0,93.2,0.63,Active,24.0,51.0,0.99,5.0,0.54,High,,,,
S992,21.0,Female,Engineering,2.35,5.0,76.6,0.89,Leave,9.0,61.0,0.96,9.0,0.95,High,,,,
S993,19.0,Other,Arts,3.75,4.0,70.3,0.68,Graduated,34.0,72.0,0.9,17.0,0.77,High,,,,
S994,21.0,Other,Business,2.88,3.0,94.7,0.88,Graduated,6.0,70.0,0.82,17.0,0.93,Medium,,,,
S995,21.0,Female,Engineering,3.97,5.0,86.8,0.76,Graduated,12.0,43.0,0.89,13.0,0.53,Medium,,,,
S996,22.0,Female,Arts,2.79,4.0,77.9,0.77,Graduated,3.0,48.0,0.72,15.0,0.76,Medium,,,,
S997,18.0,Male,Computer Science,3.43,6.0,79.5,0.79,Leave,35.0,50.0,0.8,6.0,0.77,Medium,,,,
S998,21.0,Female,Arts,2.56,5.0,68.2,0.75,Graduated,13.0,46.0,0.67,0.0,0.93,Medium,,,,
S999,25.0,Male,Arts,2.73,4.0,85.1,0.64,Graduated,17.0,74.0,0.66,16.0,0.55,High,,,,
S1000,20.0,Male,Computer Science,2.38,5.0,74.3,0.72,Graduated,7.0,88.0,0.88,4.0,0.62,High,,,,
S1001,23.0,Other,Computer Science,2.69,3.0,99.8,0.87,Graduated,31.0,41.0,0.73,0.0,0.7,Medium,,,,
S1002,24.0,Other,Computer Science,3.09,3.0,79.2,0.87,Leave,26.0,17.0,0.61,16.0,0.93,Low,,,,
S1003,18.0,Other,Business,3.98,6.0,79.4,0.71,Graduated,36.0,27.0,0.6,9.0,0.97,High,,,,
S1004,18.0,Other,Computer Science,3.33,5.0,82.6,0.78,Active,22.0,54.0,0.93,11.0,1.0,Medium,,,,
S1005,18.0,Female,Business,2.4,4.0,96.7,0.68,Active,6.0,42.0,0.84,19.0,0.98,High,,,,
S1006,22.0,Other,Computer Science,2.09,6.0,92.0,0.68,Active,11.0,14.0,0.77,1.0,0.5,High,,,,
S1007,21.0,Female,Business,2.25,5.0,78.0,0.61,Active,24.0,83.0,0.7,15.0,0.52,High,,,,
S1008,22.0,Other,Arts,3.13,6.0,88.7,0.96,Active,2.0,45.0,0.72,14.0,0.57,Low,,,,
S1009,21.0,Female,Engineering,3.53,4.0,83.4,0.68,Active,25.0,32.0,0.53,12.0,0.67,High,,,,
S1010,25.0,Male,Arts,3.88,6.0,79.7,0.69,Leave,3.0,49.0,0.73,17.0,0.91,High,,,,
S1011,22.0,Female,Arts,2.03,6.0,67.7,0.71,Active,35.0,14.0,0.9,19.0,0.95,High,,,,
S1012,22.0,Female,Computer Science,3.05,6.0,78.6,0.65,Graduated,14.0,43.0,0.69,13.0,0.59,High,,,,
S1013,23.0,Other,Business,2.94,5.0,69.8,0.86,Active,31.0,33.0,0.69,17.0,0.81,Medium,,,,
S1014,20.0,Female,Engineering,3.31,4.0,96.6,0.63,Leave,28.0,26.0,0.51,1.0,0.96,High,,,,
S1015,22.0,Male,Computer Science,3.12,3.0,73.4,0.65,Active,9.0,80.0,0.73,1.0,0.73,High,,,,
S1016,23.0,Male,Computer Science,3.37,5.0,98.1,0.86,Graduated,20.0,31.0,0.51,2.0,0.55,Low,,,,
S1017,19.0,Other,Computer Science,3.32,3.0,81.3,0.74,Graduated,15.0,24.0,0.79,4.0,0.73,High,,,,
S1018,20.0,Male,Arts,2.23,3.0,85.3,0.88,Leave,18.0,24.0,0.75,15.0,0.69,High,,,,
S1019,25.0,Female,Business,3.6,5.0,81.7,0.82,Leave,28.0,34.0,0.92,14.0,0.79,Medium,,,,
S1020,22.0,Male,Business,2.25,5.0,65.2,0.7,Leave,17.0,62.0,0.79,11.0,0.72,High,,,,
S1021,24.0,Other,Engineering,3.4,4.0,75.0,0.86,Leave,15.0,30.0,0.66,8.0,0.51,Low,,,,
S1022,18.0,Female,Business,2.83,4.0,64.0,0.65,Active,0.0,75.0,0.76,13.0,1.0,High,,,,
S1023,19.0,Other,Business,3.03,6.0,84.9,0.81,Active,1.0,41.0,0.85,15.0,0.77,Medium,,,,
S1024,19.0,Female,Computer Science,3.81,3.0,77.9,0.77,Graduated,14.0,30.0,0.55,10.0,0.74,Medium,,,,
S1025,25.0,Male,Computer Science,3.78,4.0,91.1,0.71,Leave,38.0,77.0,0.81,5.0,0.98,High,,,,
S1026,23.0,Other,Arts,3.64,6.0,68.8,0.84,Leave,27.0,53.0,0.96,9.0,0.58,Medium,,,,
S1027,19.0,Other,Computer Science,3.02,4.0,66.6,0.95,Active,0.0,75.0,0.65,7.0,0.59,Low,,,,
S1028,20.0,Female,Computer Science,3.47,5.0,76.3,1.0,Leave,4.0,23.0,0.81,15.0,0.9,Low,,,,
S1029,22.0,Other,Computer Science,3.03,4.0,97.1,0.84,Graduated,21.0,24.0,0.91,2.0,0.63,Medium,,,,
S1030,22.0,Female,Computer Science,3.74,3.0,88.4,0.76,Graduated,35.0,29.0,0.76,1.0,0.9,Medium,,,,
S1031,24.0,Female,Arts,2.81,4.0,76.8,0.69,Leave,12.0,43.0,0.86,15.0,0.64,High,,,,
S1032,25.0,Female,Computer Science,3.94,3.0,80.7,0.7,Graduated,0.0,45.0,0.66,18.0,0.52,High,,,,
S1033,18.0,Female,Engineering,3.86,5.0,63.4,0.79,Graduated,15.0,18.0,0.65,8.0,0.76,Medium,,,,
S1034,23.0,Male,Engineering,3.48,3.0,99.4,0.75,Active,21.0,80.0,0.83,15.0,0.6,Medium,,,,
S1035,18.0,Female,Engineering,2.56,4.0,86.7,0.97,Graduated,31.0,39.0,0.85,3.0,0.88,Medium,,,,
S1036,19.0,Other,Engineering,2.26,6.0,71.4,0.75,Leave,15.0,86.0,0.97,9.0,0.82,High,,,,
S1037,25.0,Male,Computer Science,3.71,5.0,83.4,0.75,Leave,14.0,72.0,0.61,18.0,0.96,Medium,,,,
S1038,24.0,Other,Engineering,2.33,4.0,64.4,0.75,Graduated,11.0,44.0,0.73,12.0,0.89,High,,,,
S1039,18.0,Male,Computer Science,3.71,5.0,98.6,0.93,Leave,0.0,22.0,0.63,17.0,0.59,Low,,,,
S1040,20.0,Female,Arts,2.98,5.0,67.0,0.86,Active,16.0,88.0,0.54,14.0,0.9,Medium,,,,
S1041,22.0,Male,Engineering,2.81,4.0,85.9,0.85,Graduated,27.0,55.0,0.7,3.0,0.82,Medium,,,,
S1042,19.0,Male,Business,3.81,4.0,69.8,0.73,Graduated,6.0,65.0,0.69,8.0,0.83,High,,,,
S1043,24.0,Other,Engineering,3.21,6.0,88.7,0.93,Graduated,8.0,18.0,0.64,3.0,0.92,Low,,,,
S1044,18.0,Other,Engineering,3.15,5.0,91.1,0.62,Leave,21.0,45.0,0.65,15.0,0.79,High,,,,
S1045,23.0,Female,Computer Science,3.12,5.0,86.9,0.95,Leave,25.0,12.0,0.68,14.0,0.73,Low,,,,
S1046,20.0,Male,Engineering,2.74,4.0,84.6,0.81,Graduated,11.0,28.0,0.99,1.0,0.82,Medium,,,,
S1047,20.0,Male,Business,3.57,3.0,95.7,0.76,Leave,6.0,37.0,0.89,13.0,0.65,Medium,,,,
S1048,18.0,Male,Computer Science,2.51,4.0,63.1,0.8,Leave,14.0,32.0,0.54,2.0,0.59,Medium,,,,
S1049,22.0,Female,Computer Science,3.88,5.0,73.2,0.87,Graduated,37.0,16.0,0.94,3.0,0.81,Low,,,,
S1050,18.0,Female,Arts,3.79,4.0,69.9,0.61,Graduated,20.0,85.0,0.82,0.0,0.62,High,,,,
S1051,19.0,Female,Arts,2.67,6.0,99.5,0.95,Leave,13.0,23.0,0.95,8.0,0.54,Medium,,,,
S1052,18.0,Female,Engineering,3.46,3.0,75.6,0.78,Graduated,1.0,55.0,0.67,16.0,0.5,Medium,,,,
S1053,20.0,Female,Arts,3.15,4.0,89.3,0.74,Graduated,7.0,24.0,0.73,13.0,0.8,High,,,,
S1054,24.0,Other,Arts,2.68,6.0,87.4,0.66,Graduated,5.0,76.0,0.95,16.0,0.68,High,,,,
S1055,18.0,Male,Arts,3.98,5.0,68.5,0.78,Graduated,36.0,24.0,0.64,0.0,0.88,Medium,,,,
S1056,22.0,Male,Computer Science,2.05,4.0,69.6,0.8,Leave,36.0,60.0,0.96,9.0,0.69,High,,,,
S1057,25.0,Male,Computer Science,2.51,5.0,71.3,0.76,Graduated,32.0,17.0,0.91,15.0,0.74,Medium,,,,
S1058,24.0,Male,Computer Science,3.04,6.0,76.4,0.87,Active,5.0,78.0,0.99,18.0,0.7,Low,,,,
S1059,23.0,Male,Arts,3.04,5.0,69.4,0.77,Graduated,25.0,71.0,0.66,2.0,0.83,Medium,,,,
S1060,21.0,Male,Computer Science,3.18,6.0,60.8,0.98,Active,38.0,60.0,0.62,11.0,0.68,Low,,,,
S1061,18.0,Male,Arts,3.5,6.0,95.2,0.84,Graduated,36.0,72.0,0.67,2.0,0.98,Medium,,,,
S1062,22.0,Male,Computer Science,3.25,6.0,98.6,0.92,Active,13.0,77.0,0.98,14.0,0.97,Low,,,,
S1063,24.0,Other,Computer Science,3.2,4.0,73.7,0.64,Active,36.0,87.0,0.67,16.0,0.92,High,,,,
S1064,22.0,Male,Business,2.11,5.0,73.5,0.76,Graduated,7.0,25.0,0.78,17.0,0.96,High,,,,
S1065,23.0,Other,Engineering,2.75,5.0,60.3,0.73,Graduated,38.0,33.0,0.7,6.0,0.72,High,,,,
S1066,20.0,Female,Arts,2.46,3.0,87.2,0.83,Graduated,12.0,15.0,0.7,18.0,0.77,High,,,,
S1067,22.0,Male,Business,2.53,3.0,93.0,0.94,Active,12.0,66.0,0.6,6.0,0.87,Medium,,,,
S1068,24.0,Female,Computer Science,3.11,3.0,65.9,0.63,Leave,39.0,40.0,0.77,4.0,0.85,High,,,,
S1069,22.0,Female,Arts,2.4,3.0,66.4,0.63,Leave,27.0,15.0,0.92,7.0,0.95,High,,,,
S1070,22.0,Female,Computer Science,2.59,5.0,91.6,0.94,Graduated,17.0,88.0,0.52,15.0,0.86,Medium,,,,
S1071,22.0,Other,Engineering,2.47,6.0,84.7,0.69,Leave,18.0,38.0,0.94,15.0,1.0,High,,,,
S1072,19.0,Female,Business,3.9,6.0,61.8,0.87,Leave,37.0,76.0,0.83,18.0,0.67,Low,,,,
S1073,19.0,Female,Engineering,3.89,4.0,84.9,0.82,Graduated,31.0,84.0,0.81,14.0,0.92,Medium,,,,
S1074,20.0,Female,Business,3.22,6.0,72.4,0.93,Active,21.0,12.0,0.81,6.0,0.85,Low,,,,
S1075,18.0,Male,Computer Science,3.85,5.0,74.7,0.65,Graduated,1.0,37.0,0.65,4.0,0.85,High,,,,
S1076,22.0,Male,Engineering,3.57,5.0,90.8,0.65,Leave,12.0,83.0,0.71,10.0,0.66,High,,,,
S1077,23.0,Other,Engineering,3.18,5.0,92.4,0.82,Active,22.0,57.0,0.9,9.0,0.89,Medium,,,,
S1078,18.0,Other,Computer Science,2.01,4.0,76.0,0.98,Leave,24.0,89.0,0.65,8.0,0.95,High,,,,
S1079,23.0,Male,Engineering,3.55,3.0,97.9,0.77,Active,27.0,19.0,0.74,0.0,0.61,Medium,,,,
S1080,18.0,Other,Arts,3.4,6.0,76.3,0.73,Leave,10.0,42.0,0.51,19.0,0.81,High,,,,
S1081,20.0,Male,Business,3.23,5.0,90.9,0.84,Graduated,32.0,76.0,0.87,0.0,0.7,Medium,,,,
S1082,22.0,Female,Business,3.52,5.0,79.4,0.97,Leave,23.0,78.0,0.71,7.0,0.99,Low,,,,
S1083,22.0,Female,Business,3.03,3.0,95.9,0.93,Leave,1.0,21.0,0.76,2.0,0.74,Low,,,,
S1084,21.0,Other,Arts,3.41,5.0,96.3,1.0,Active,29.0,66.0,0.56,1.0,0.61,Low,,,,
S1085,23.0,Male,Business,3.87,6.0,63.5,0.61,Leave,16.0,53.0,1.0,3.0,0.69,High,,,,
S1086,18.0,Male,Computer Science,2.75,4.0,97.5,0.65,Graduated,39.0,22.0,0.65,18.0,0.83,High,,,,
S1087,18.0,Other,Engineering,3.42,5.0,93.0,0.84,Graduated,33.0,33.0,0.82,10.0,0.54,Medium,,,,
S1088,25.0,Male,Arts,2.95,6.0,91.7,0.93,Graduated,37.0,53.0,0.79,4.0,0.8,Medium,,,,
S1089,25.0,Female,Business,3.35,5.0,68.0,0.71,Active,21.0,66.0,0.89,9.0,0.97,High,,,,
S1090,19.0,Other,Computer Science,3.53,3.0,92.2,0.7,Active,4.0,25.0,0.65,7.0,0.93,High,,,,
S1091,21.0,Other,Engineering,2.09,5.0,94.0,0.91,Leave,39.0,30.0,0.88,12.0,0.53,High,,,,
S1092,24.0,Male,Engineering,3.29,5.0,71.6,0.62,Leave,15.0,85.0,0.69,4.0,1.0,High,,,,
S1093,25.0,Other,Arts,2.45,4.0,98.1,0.75,Leave,12.0,60.0,0.71,11.0,0.85,High,,,,
S1094,24.0,Male,Arts,3.34,3.0,62.0,0.8,Active,25.0,30.0,0.84,12.0,0.58,Medium,,,,
S1095,19.0,Male,Arts,2.94,3.0,66.0,0.82,Active,30.0,69.0,0.89,7.0,0.51,Medium,,,,
S1096,19.0,Male,Computer Science,3.55,4.0,81.5,0.89,Leave,38.0,60.0,0.83,14.0,0.59,Low,,,,
S1097,19.0,Male,Computer Science,2.25,5.0,83.0,0.74,Active,22.0,30.0,0.95,12.0,0.92,High,,,,
S1098,23.0,Male,Arts,3.25,6.0,85.8,0.85,Active,11.0,15.0,0.64,0.0,0.51,Low,,,,
S1099,23.0,Other,Business,2.56,3.0,60.7,0.83,Graduated,13.0,82.0,0.95,5.0,0.62,Medium,,,,
S1100,20.0,Female,Engineering,3.71,3.0,98.4,0.82,Graduated,17.0,74.0,0.57,10.0,0.88,Medium,,,,
S1101,20.0,Female,Engineering,3.86,5.0,61.8,0.86,Leave,26.0,85.0,0.83,12.0,0.79,Low,,,,
S1102,19.0,Other,Computer Science,3.99,5.0,65.7,0.7,Leave,27.0,67.0,0.77,19.0,0.89,High,,,,
S1103,21.0,Other,Engineering,3.59,3.0,60.6,0.63,Graduated,17.0,87.0,0.75,0.0,0.87,High,,,,
S1104,18.0,Female,Business,3.51,5.0,82.7,0.65,Active,15.0,15.0,0.66,10.0,0.53,High,,,,
S1105,23.0,Female,Engineering,2.43,6.0,97.3,0.69,Leave,15.0,74.0,0.75,10.0,0.95,High,,,,
S1106,21.0,Female,Computer Science,2.67,3.0,86.6,0.8,Leave,12.0,43.0,0.58,7.0,0.61,Medium,,,,
S1107,22.0,Female,Computer Science,2.93,6.0,92.9,0.94,Leave,28.0,65.0,0.68,2.0,0.78,Medium,,,,
S1108,23.0,Female,Business,3.55,6.0,60.5,0.88,Active,8.0,84.0,0.55,18.0,0.82,Low,,,,
S1109,23.0,Male,Business,3.83,5.0,81.7,0.92,Graduated,25.0,12.0,0.79,11.0,0.58,Low,,,,
S1110,20.0,Other,Engineering,2.38,6.0,78.4,0.74,Leave,27.0,51.0,0.55,5.0,0.99,High,,,,
S1111,18.0,Male,Engineering,3.84,5.0,80.0,0.76,Graduated,12.0,71.0,0.58,7.0,0.74,Medium,,,,
S1112,18.0,Female,Computer Science,3.39,4.0,62.9,0.76,Graduated,35.0,15.0,0.54,4.0,0.53,Medium,,,,
S1113,25.0,Female,Business,3.22,5.0,87.4,0.68,Active,8.0,15.0,0.69,9.0,0.97,High,,,,
S1114,24.0,Female,Business,2.4,6.0,80.1,0.62,Active,13.0,72.0,0.92,15.0,0.79,High,,,,
S1115,24.0,Male,Business,2.11,4.0,90.6,0.84,Active,11.0,29.0,0.95,11.0,0.85,High,,,,
S1116,24.0,Male,Engineering,3.14,5.0,79.4,1.0,Active,31.0,30.0,0.54,16.0,0.76,Low,,,,
S1117,24.0,Female,Business,3.3,6.0,66.0,0.67,Active,37.0,11.0,0.82,5.0,0.92,High,,,,
S1118,22.0,Male,Computer Science,2.42,3.0,85.9,0.62,Active,2.0,65.0,0.84,8.0,0.52,High,,,,
S1119,22.0,Male,Computer Science,3.11,3.0,66.9,0.91,Leave,15.0,19.0,0.77,9.0,0.63,Low,,,,
S1120,23.0,Female,Engineering,3.71,5.0,94.9,0.7,Graduated,19.0,79.0,0.83,19.0,0.73,High,,,,
S1121,19.0,Male,Arts,3.67,5.0,84.5,0.93,Active,31.0,32.0,0.62,13.0,0.54,Low,,,,
S1122,20.0,Other,Engineering,3.85,3.0,66.3,0.88,Leave,22.0,39.0,0.74,13.0,0.85,Low,,,,
S1123,20.0,Other,Arts,2.73,6.0,98.5,0.98,Graduated,16.0,87.0,0.7,16.0,0.7,Medium,,,,
S1124,24.0,Other,Business,2.64,6.0,80.7,0.76,Active,15.0,46.0,0.54,15.0,0.64,Medium,,,,
S1125,23.0,Other,Engineering,3.5,6.0,62.9,0.86,Active,37.0,64.0,0.81,3.0,0.5,Low,,,,
S1126,25.0,Female,Computer Science,2.86,5.0,85.1,0.79,Leave,7.0,58.0,0.75,1.0,0.86,Medium,,,,
